,Date,Time,Header,Info,Length,Header,PayLoad
56,2021 Apr 14,04:46:30.055, 0xB888  NR5G MAC PDSCH Stats,"Subscription ID = 1
Misc ID = 0
Major.Minor Version = 2. 2
Log Fields Change BMask= 0x0
Num Records= 1
Num Total Slots= 200
Num CA = 1
Cumulative Bitmask = 0x01

| ||Num Slots |Num PDSCH |Num CRC |Num CRC ||ACK As|HARQ|
|#|Carrier ID|Elapsed |Decode|Pass TB |Fail TB |Num ReTx|NACK|Failure |CRC Pass TB Bytes |CRC Fail TB Bytes |TB Bytes|Padding Bytes |ReTx Bytes|BLER|

|0| 0| 200| 1| 1| 0| 0| 0| 0| 123| 0| 123| 0| 0|0.00|","112
","  70 00 88 B8 BC 0B EC 36 C9 97 F2 00 
 ", 02 00 02 00 00 00 00 00 00 00 00 0000 00 00 01 80 0C 00 10 01 00 00 0000 00 00 00 00 00 00 00 C8 00 00 0001 00 00 00 01 00 00 00 00 00 00 0000 00 00 00 00 00 00 00 00 00 00 007B 00 00 00 00 00 00 00 00 00 00 0000 00 00 00 7B 00 00 00 00 00 00 0000 00 00 00 00 00 00 00 00 00 00 0000 00 00 00 
57,2021 Apr 14,04:46:30.055, 0xB881  NR5G MAC UL TB Stats,"Subscription ID = 1
Misc ID = 0
Major.Minor= 2. 1
Log Fields Change BMask= 0x0000
Num Records= 1
TB New Tx Bytes= 0
TB ReTx Bytes= 0
Num MCS= 0
Num PRB= 0
PHR= 0
Total Power= 0
Num New TX TB= 0
Num ReTx TB= 0
Num RI = 0
RI = 0
Num CQI= 0
CQI= 0
Num PHR= 0
TPC Accum= 0
Num ULSCH Sched= 0
Num No ULSCH Sched = 0
Pcmax= 230 dbm10","128
","  80 00 81 B8 0C 0C EC 36 C9 97 F2 00 
 ", 01 00 02 00 00 00 00 00 00 00 00 0000 00 00 01 00 00 00 00 00 00 00 0000 00 00 00 00 00 00 00 00 00 00 0000 00 00 00 00 00 00 00 00 00 00 0000 00 00 00 00 00 00 00 00 00 00 0000 00 00 00 00 00 00 00 00 00 00 0000 00 00 00 00 00 00 00 00 00 00 0000 00 00 00 00 00 00 00 00 00 00 0000 00 00 00 00 00 00 00 00 00 00 00E6 00 00 00 00 00 00 00 
58,2021 Apr 14,04:46:30.059, 0xB885  NR5G MAC DCI Info,"Subscription ID = 1
Misc ID = 0
Major.Minor Version= 2. 5
Log Fields Change BMask= 0
Num Records= 1
Records
 
 | | | |DCI Info|
 | | | | | | | || |DL|
 | | | | | | | ||UL | || | ||TPC| || | ||
 | | | | | | | || | | |  | || |  | | || | |DMRS| | |  || || | ||Command| |PDSCH | | ||
 | | | | | | | || | | |Freq  |UL |Symbol| | |Beta||UL | | |SRS |Precoding| |Seq | | | |Reserved|| ||Bandwidth|Time|TB |TB 1 New |DL|For|PUCCH|Harq|CBG |CBG || | ||
 | |System Time|Num|Carrier| | |Aggregation|Raw DCI |Carrier| | |Hopping||HARQ|PUSCH|SUL|Alloc |BWP|PTRS DMRS|Offset|RB|SCH|DAI|DAI|Resource|Layer|Antenna|Init|SRS|CSI| |MCE |RA| |Pruned|Part |Resource|1|Data |Assignment|Sched|Resource |Feedback|Transmission|Flushing|Transmission|SRS|Carrier|HARQ|
 |#|Slot|Num |Frame|DCI|ID |RNTI Type|DCI Format |Level|Included|Raw DCI[2]|Raw DCI[1]|Raw DCI[0]|ID |NDI|MCS|Flag |RV|ID|TPC|Ind|Index |Ind|Association|Ind |Assignment|Ind|1|2|Indication|Info |Ports|Flag|Request|Request|CBGTI|Enable|Type|Prune Reason MSB |Mask|Indicator|Assignment|MCS|Indicator|Index |PUCCH|Indicator|Timing|Info|Out Info|Config Ind|Request|ID |ID|
 
 |0|11| 30kHz|989|1|0|RA_RNTI| DL_1_0|LEVEL_4| 0| | | |  | || |  | | || | || | |  ||0| 0|9|0| 0|0|0| 0| 0| 0| 0|0|0| 0|","48
","  30 00 85 B8 3B 4C EF 36 C9 97 F2 00 
 ", 05 00 02 00 00 00 00 00 00 00 00 0000 00 00 01 0B 01 DD 03 01 00 00 0040 09 00 00 40 02 00 00 00 00 40 00 
59,2021 Apr 14,04:46:30.059, 0xB887  NR5G MAC PDSCH Status,"Subscription ID = 1
Misc ID = 0
Major.Minor= 2. 5
Log Fields Change BMask= 0x0
Sub ID = 0
Num Records= 1
Records
 
 | | ||PDSCH Status Info |
 | | || | ||  || | HARQ  || | | | | | | || || || | | | |
 | | || | ||  || | Or ||K1| || | | | | | | || || ||RX |RX |RX |RX |
 | | |Num | | ||  || | MBSFN||Or| || New | | |HD |HARQ |HD |HARQ ||Is ||High ||Antenna|Antenna|Antenna|Antenna|
 | |System Time|PDSCH |Carrier|Tech||Conn| |Band|Variant|Physical||TB ||SCS| |Num ||Area |RNTI|PMCH| |Num |Iteration|CRC |CRC |Tx| |Discard|Bypass|Bypass|Num |Onload |Onload |Offload|Offload|Did |IOVec||Clock||Mapping|Mapping|Mapping|Mapping|
 |#|Slot|Numerology|Frame|Status|ID |Id|Opcode|ID|Bandwidth|Type|Id |cell ID |EARFCN|Index|TB Size |MU |MCS|Rbs |RV|Id |Type|ID|TCI|Layers|Index|State |Status|Flag|NDI|Mode |Decode|HARQ|ReTx|Timeout|Timeout|Timeout|Timeout|Recomb|Valid|Mod Type|Mode |Num RX|0|1|2|3|
 
 |0|11| 30kHz|989| 1|0| 1| 0| 0| 12| 0|0|14|633312|0|19|1|9| 1| 0|0| 8| 1|0| 1|0|PASS|PASS| 1|0|0| 0| 1| 0|0|0|0|0| 0| true|QPSK|0|4x4_MIMO|0|0|0|0|","56
","  38 00 87 B8 95 4C EF 36 C9 97 F2 00 
 ", 05 00 02 00 00 00 00 00 00 00 00 0000 00 00 01 0B 01 DD 03 01 00 00 0001 DD 2F 18 0E 80 A7 26 60 02 80 2401 00 60 00 83 00 C1 00 
60,2021 Apr 14,04:46:30.060, 0xB888  NR5G MAC PDSCH Stats,"Subscription ID = 1
Misc ID = 0
Major.Minor Version = 2. 2
Log Fields Change BMask= 0x0
Num Records= 1
Num Total Slots= 210
Num CA = 1
Cumulative Bitmask = 0x01

| ||Num Slots |Num PDSCH |Num CRC |Num CRC ||ACK As|HARQ|
|#|Carrier ID|Elapsed |Decode|Pass TB |Fail TB |Num ReTx|NACK|Failure |CRC Pass TB Bytes |CRC Fail TB Bytes |TB Bytes|Padding Bytes |ReTx Bytes|BLER|

|0| 0| 210| 2| 2| 0| 0| 0| 0| 142| 0| 142| 0| 0|0.00|","112
","  70 00 88 B8 AD 25 F0 36 C9 97 F2 00 
 ", 02 00 02 00 00 00 00 00 00 00 00 0000 00 00 01 20 0D 00 10 01 00 00 0000 00 00 00 00 00 00 00 D2 00 00 0002 00 00 00 02 00 00 00 00 00 00 0000 00 00 00 00 00 00 00 00 00 00 008E 00 00 00 00 00 00 00 00 00 00 0000 00 00 00 8E 00 00 00 00 00 00 0000 00 00 00 00 00 00 00 00 00 00 0000 00 00 00 
61,2021 Apr 14,04:46:30.060, 0xB881  NR5G MAC UL TB Stats,"Subscription ID = 1
Misc ID = 0
Major.Minor= 2. 1
Log Fields Change BMask= 0x0000
Num Records= 1
TB New Tx Bytes= 0
TB ReTx Bytes= 0
Num MCS= 0
Num PRB= 0
PHR= 0
Total Power= 0
Num New TX TB= 0
Num ReTx TB= 0
Num RI = 0
RI = 0
Num CQI= 0
CQI= 0
Num PHR= 0
TPC Accum= 0
Num ULSCH Sched= 0
Num No ULSCH Sched = 0
Pcmax= 230 dbm10","128
","  80 00 81 B8 07 26 F0 36 C9 97 F2 00 
 ", 01 00 02 00 00 00 00 00 00 00 00 0000 00 00 01 00 00 00 00 00 00 00 0000 00 00 00 00 00 00 00 00 00 00 0000 00 00 00 00 00 00 00 00 00 00 0000 00 00 00 00 00 00 00 00 00 00 0000 00 00 00 00 00 00 00 00 00 00 0000 00 00 00 00 00 00 00 00 00 00 0000 00 00 00 00 00 00 00 00 00 00 0000 00 00 00 00 00 00 00 00 00 00 00E6 00 00 00 00 00 00 00 
62,2021 Apr 14,04:46:30.063, 0xB883  NR5G MAC UL Physical Channel Schedule Report,"Subscription ID = 1
Misc ID = 0
Major.Minor Version = 2. 11
Log Fields Change BMask = 0x0
Num Records= 1
Records
 
 | | | |Carriers|
 | | | | || || |PUCCH Data | ||
 | | | | || ||PUSCH Data | |Per PUCCH Data |SRS Data ||
 | | | | || | || | || | | | | | | Num |Num |Num | || | | | | | ||  ||  ||Num Num  | | | || |Per SRS Data|PRACH Data|
 | | | | || |Dual |DMRS| | || | |DMRS |Antenna| | |DMRS |BetaCode||CSF |CSF |HARQ| |K | | |DMRS |SRS||Freq|Tx|TPC|TPC||DataRB |DMRS|| |Is|  ||HARQ|Num ||UCI |Num |Spatial |Antenna| |Time | |DFT |DFT|Is  || || |Spatial |Antenna|Spatial |SRS| ||ZC|
 | |System Time|Num|Carrier|| |Pol |Is Second |Start |Num|HARQAdd |RB | |RA|Mapping|TB Size|Config |Switch | |RV |PTRS |Offset||BWP |Rate||P1|P2|ACK |Transform|Prime |ZC |Num|Symbol |Res|CB|Hop |Slot|Accum|Accum||Scrambling|DMRS|DMRS|Start||RNTI|CDM |Scrambling||Num|SecondStart |Num|Starting|| |Second|ACK |SR||P1|UCI P2|Relation|Switch | |OCC|I|OCC |OCC|TPC |TPC ||Second |Resource|Resource| |Config|Num|Starting|Num|Relation|Switch |Relation|TPC|Num|Re|Resource|ZC Root |Preamble|Symbol||PRACH |Cyclic|
 |#|Slot|Numerology|Frame|Carrier|ID |RNTI Type |Phychan Bit Mask |Status|Phychan |Symbol|Symbols|ID|MCS |MCS Table |Pos |Start|Num RBs|Type|Type |(bytes)|Type |Indicator|TX Mode|Index|Assoc|Ind |TX Type |Idx |(Q11) |UCI Request Mask|Bits|Bits|Bits|Precoding|Value |Value|CBs|Bitmask|Ind|Size|Flag|Offset|0|1|TPMI|Selection |Ports[0]|Ports[1]|Hop|MOD_TYPE|Value |Groups|Selection |RBG Bitmap|PUCCH|Phychan |PUCCH Format|UCI Request BMask |symbol|Symbols|RB|Num RB|Freq Hopping Flag|Hop RB|Bits|Bits|Reserved|Bits|Bits|Id|Indicator|M0 |Index|DMRS |Length|Index|Accum 0 |Accum 1 |Num SRS |Phychan|Set Id|Id|Res Config Type|Index |Ports|Symbol|Symbols|Type|Indicator|Info|Accum|Hops |Start |Allocation|Seq |Format|Offset|Numerology|Number|Shift |
 
 |0|18| 30kHz|989|1|0|T_C_RNTI|PUSCH| 0| 0| 0| 12| 0| 8| 64QAM| 2|0|2| 1| Type A| 32|0|0| SISO|0|0| 0|NEW_TX| 0|1204|NONE| 0| 0| 0|0| 272| 36|1| 0x0244|2| 360| 0| 7| 6|0|31|FROM_CELL_ID| 0|15|0|QPSK| 17023| 2| CELL_ID|NA| ||  || | | | || |  || || || || |","80
","  50 00 83 B8 A5 73 F2 36 C9 97 F2 00 
 ", 0B 00 02 00 00 00 00 00 00 00 00 0000 00 00 01 12 01 DD 03 01 00 00 0088 00 00 00 80 01 41 00 02 02 01 0000 40 4B 00 00 00 00 00 10 01 12 0144 82 68 01 87 3E C0 0F 0F 20 7F 420A 00 00 00 00 00 00 00 
63,2021 Apr 14,04:46:30.065, 0xB888  NR5G MAC PDSCH Stats,"Subscription ID = 1
Misc ID = 0
Major.Minor Version = 2. 2
Log Fields Change BMask= 0x0
Num Records= 1
Num Total Slots= 220
Num CA = 1
Cumulative Bitmask = 0x01

| ||Num Slots |Num PDSCH |Num CRC |Num CRC ||ACK As|HARQ|
|#|Carrier ID|Elapsed |Decode|Pass TB |Fail TB |Num ReTx|NACK|Failure |CRC Pass TB Bytes |CRC Fail TB Bytes |TB Bytes|Padding Bytes |ReTx Bytes|BLER|

|0| 0| 220| 2| 2| 0| 0| 0| 0| 142| 0| 142| 0| 0|0.00|","112
","  70 00 88 B8 9D 25 F4 36 C9 97 F2 00 
 ", 02 00 02 00 00 00 00 00 00 00 00 0000 00 00 01 C0 0D 00 10 01 00 00 0000 00 00 00 00 00 00 00 DC 00 00 0002 00 00 00 02 00 00 00 00 00 00 0000 00 00 00 00 00 00 00 00 00 00 008E 00 00 00 00 00 00 00 00 00 00 0000 00 00 00 8E 00 00 00 00 00 00 0000 00 00 00 00 00 00 00 00 00 00 0000 00 00 00 
64,2021 Apr 14,04:46:30.065, 0xB881  NR5G MAC UL TB Stats,"Subscription ID = 1
Misc ID = 0
Major.Minor= 2. 1
Log Fields Change BMask= 0x0000
Num Records= 1
TB New Tx Bytes= 0
TB ReTx Bytes= 0
Num MCS= 0
Num PRB= 0
PHR= 0
Total Power= 0
Num New TX TB= 1
Num ReTx TB= 0
Num RI = 0
RI = 0
Num CQI= 0
CQI= 0
Num PHR= 0
TPC Accum= 6
Num ULSCH Sched= 1
Num No ULSCH Sched = 0
Pcmax= 230 dbm10","128
","  80 00 81 B8 EF 25 F4 36 C9 97 F2 00 
 ", 01 00 02 00 00 00 00 00 00 00 00 0000 00 00 01 00 00 00 00 00 00 00 0000 00 00 00 00 00 00 00 00 00 00 0000 00 00 00 00 00 00 00 00 00 00 0000 00 00 00 00 00 00 00 00 00 00 0000 00 00 00 00 00 00 00 01 00 00 0000 00 00 00 00 00 00 00 00 00 00 0000 00 00 00 00 00 00 00 00 00 00 00FA FF FF FF 01 00 00 00 00 00 00 00E6 00 00 00 00 00 00 00 
65,2021 Apr 14,04:46:30.068, 0xB88A  NR5G MAC RACH Attempt,"Subscription ID = 1
Misc ID = 0
Major.Minor= 2. 7
Log Fields Change
 ML1 State Change = 1
Log Fields Change BMask= 0x40
Sub ID = 0
Header
 Num Records = 1
Num Attempt= 1
SSB ID = 0
CSI RS ID= 0
Carrier ID = 0
RACH Result= SUCCESS
Contention Type= CONT_DL_MCE
Contention Type Value= 1
RACH Msg Bitmask = 0x0F
Msg1 SCS = 1_25 KHz
UL BWP SCS = 30KHZ
RACH Msg1
 
 | | | ||RAR Window Start | ||
 | |System Time| ||SFN|RAR Window End SFN |Backoff |
 | ||Sub | |Symbol|Prach |Preamble| Cyclic ShiftSub | ||Sub | |Duration|
 |#|Frame |Frame |Slot |Start |Config|Format|RA Id|FDM |Uroot |V |RA RNTI |Frame |Frame |Slot |Frame |Frame |Slot |(usec)|
 
 |0| 988| 9|0| 0| 7|FORMAT_0|0| 0| 1| 0| 127| 989| 0|0| 993| 0|0| 0|

RACH Msg2
 
 | |SFN|Max | | | |
 | ||Sub | |Backoff | |TA | |
 |#|Frame |Frame |Slot |Duration|T RNTI |Value|Result |
 
 |0| 989| 5|1| 0|17023|2|RAPID_MATCH|

RACH Msg3
 
 | |SFN||Msg3| ||
 | ||Sub | |Msg3 Grant|Grant |HARQ ||
 |#|Frame |Frame |Slot |Raw |Bytes |Id |Mac PDU |
 
 |0| 989| 9|0| 0x2123000| 0|0| 16 A8 AA 64 AB 26 00 00 00 00 00 00|

RACH Msg4
 
 | | |Contention Start | ||
 | |SFN|SFN|Contention End SFN ||
 | ||Sub | ||Sub | ||Sub | ||
 |#|Frame |Frame |Slot |Frame |Frame |Slot |Frame |Frame |Slot |C RNTI|
 
 |0| 990| 5|1| 989| 9|0| 996| 3|0| 17023|","120
","  78 00 8A B8 C2 07 F6 36 C9 97 F2 00 
 ", 07 00 02 00 00 00 00 00 00 10 00 0040 00 00 01 01 00 00 00 00 00 01 0F00 01 00 00 DC 27 00 01 00 07 00 0000 00 01 00 00 00 7F 00 DD 03 00 01E1 03 00 01 00 00 00 00 DD 17 01 0100 00 7F 42 02 00 01 01 DD 27 00 0100 30 12 02 00 00 00 01 16 A8 AA 64AB 26 00 00 00 00 00 00 DE 17 01 01DD 27 00 01 E4 0F 00 01 7F 42 00 00 
66,2021 Apr 14,04:46:30.070, 0xB888  NR5G MAC PDSCH Stats,"Subscription ID = 1
Misc ID = 0
Major.Minor Version = 2. 2
Log Fields Change
 ML1 State Change = 1
Log Fields Change BMask= 0x40
Num Records= 1
Num Total Slots= 230
Num CA = 1
Cumulative Bitmask = 0x01

| ||Num Slots |Num PDSCH |Num CRC |Num CRC ||ACK As|HARQ|
|#|Carrier ID|Elapsed |Decode|Pass TB |Fail TB |Num ReTx|NACK|Failure |CRC Pass TB Bytes |CRC Fail TB Bytes |TB Bytes|Padding Bytes |ReTx Bytes|BLER|

|0| 0| 230| 3| 3| 0| 0| 0| 0| 159| 0| 159| 0| 0|0.00|","112
","  70 00 88 B8 88 0B F8 36 C9 97 F2 00 
 ", 02 00 02 00 00 00 00 00 00 10 00 0040 00 00 01 60 0E 00 10 01 00 00 0000 00 00 00 00 00 00 00 E6 00 00 0003 00 00 00 03 00 00 00 00 00 00 0000 00 00 00 00 00 00 00 00 00 00 009F 00 00 00 00 00 00 00 00 00 00 0000 00 00 00 9F 00 00 00 00 00 00 0000 00 00 00 00 00 00 00 00 00 00 0000 00 00 00 
67,2021 Apr 14,04:46:30.070, 0xB881  NR5G MAC UL TB Stats,"Subscription ID = 1
Misc ID = 0
Major.Minor= 2. 1
Log Fields Change BMask= 0x0000
Num Records= 1
TB New Tx Bytes= 0
TB ReTx Bytes= 0
Num MCS= 0
Num PRB= 0
PHR= 0
Total Power= 0
Num New TX TB= 1
Num ReTx TB= 0
Num RI = 0
RI = 0
Num CQI= 0
CQI= 0
Num PHR= 0
TPC Accum= 6
Num ULSCH Sched= 1
Num No ULSCH Sched = 0
Pcmax= 230 dbm10","128
","  80 00 81 B8 22 0C F8 36 C9 97 F2 00 
 ", 01 00 02 00 00 00 00 00 00 00 00 0000 00 00 01 00 00 00 00 00 00 00 0000 00 00 00 00 00 00 00 00 00 00 0000 00 00 00 00 00 00 00 00 00 00 0000 00 00 00 00 00 00 00 00 00 00 0000 00 00 00 00 00 00 00 01 00 00 0000 00 00 00 00 00 00 00 00 00 00 0000 00 00 00 00 00 00 00 00 00 00 00FA FF FF FF 01 00 00 00 00 00 00 00E6 00 00 00 00 00 00 00 
68,2021 Apr 14,04:46:30.071, 0xB885  NR5G MAC DCI Info,"Subscription ID = 1
Misc ID = 0
Major.Minor Version= 2. 5
Log Fields Change BMask= 0
Num Records= 1
Records
 
 | | | |DCI Info|
 | | | | | | | || |DL|
 | | | | | | | ||UL | || | ||TPC| || | ||
 | | | | | | | || | | |  | || |  | | || | |DMRS| | |  || || | ||Command| |PDSCH | | ||
 | | | | | | | || | | |Freq  |UL |Symbol| | |Beta||UL | | |SRS |Precoding| |Seq | | | |Reserved|| ||Bandwidth|Time|TB |TB 1 New |DL|For|PUCCH|Harq|CBG |CBG || | ||
 | |System Time|Num|Carrier| | |Aggregation|Raw DCI |Carrier| | |Hopping||HARQ|PUSCH|SUL|Alloc |BWP|PTRS DMRS|Offset|RB|SCH|DAI|DAI|Resource|Layer|Antenna|Init|SRS|CSI| |MCE |RA| |Pruned|Part |Resource|1|Data |Assignment|Sched|Resource |Feedback|Transmission|Flushing|Transmission|SRS|Carrier|HARQ|
 |#|Slot|Num |Frame|DCI|ID |RNTI Type|DCI Format |Level|Included|Raw DCI[2]|Raw DCI[1]|Raw DCI[0]|ID |NDI|MCS|Flag |RV|ID|TPC|Ind|Index |Ind|Association|Ind |Assignment|Ind|1|2|Indication|Info |Ports|Flag|Request|Request|CBGTI|Enable|Type|Prune Reason MSB |Mask|Indicator|Assignment|MCS|Indicator|Index |PUCCH|Indicator|Timing|Info|Out Info|Config Ind|Request|ID |ID|
 
 |0|10| 30kHz|990|1|0| T_C_RNTI| DL_1_0|LEVEL_4| 0| | | |  | || |  | | || | || | |  ||0| 0|8|0| 0|0|0| 7| 0| 0| 0|0|0| 0|","48
","  30 00 85 B8 AF 99 F8 36 C9 97 F2 00 
 ", 05 00 02 00 00 00 00 00 00 00 00 0000 00 00 01 0A 01 DE 03 01 00 00 0008 09 00 00 00 02 E0 00 00 00 40 00 
69,2021 Apr 14,04:46:30.071, 0xB887  NR5G MAC PDSCH Status,"Subscription ID = 1
Misc ID = 0
Major.Minor= 2. 5
Log Fields Change BMask= 0x0
Sub ID = 0
Num Records= 1
Records
 
 | | ||PDSCH Status Info |
 | | || | ||  || | HARQ  || | | | | | | || || || | | | |
 | | || | ||  || | Or ||K1| || | | | | | | || || ||RX |RX |RX |RX |
 | | |Num | | ||  || | MBSFN||Or| || New | | |HD |HARQ |HD |HARQ ||Is ||High ||Antenna|Antenna|Antenna|Antenna|
 | |System Time|PDSCH |Carrier|Tech||Conn| |Band|Variant|Physical||TB ||SCS| |Num ||Area |RNTI|PMCH| |Num |Iteration|CRC |CRC |Tx| |Discard|Bypass|Bypass|Num |Onload |Onload |Offload|Offload|Did |IOVec||Clock||Mapping|Mapping|Mapping|Mapping|
 |#|Slot|Numerology|Frame|Status|ID |Id|Opcode|ID|Bandwidth|Type|Id |cell ID |EARFCN|Index|TB Size |MU |MCS|Rbs |RV|Id |Type|ID|TCI|Layers|Index|State |Status|Flag|NDI|Mode |Decode|HARQ|ReTx|Timeout|Timeout|Timeout|Timeout|Recomb|Valid|Mod Type|Mode |Num RX|0|1|2|3|
 
 |0|10| 30kHz|990| 1|0| 1| 0| 0| 12| 0|0|14|633312|0|17|1|8| 1| 0|0| 1| 8|0| 1|0|PASS|PASS| 1|0|0| 0| 0| 0|0|0|0|0| 0| true|QPSK|0|4x4_MIMO|0|0|0|0|","56
","  38 00 87 B8 0A 9A F8 36 C9 97 F2 00 
 ", 05 00 02 00 00 00 00 00 00 00 00 0000 00 00 01 0A 01 DE 03 01 00 00 0001 DE 2B 18 0E 80 A7 26 20 02 80 2001 00 04 02 03 00 C1 00 
70,2021 Apr 14,04:46:30.075, 0xB883  NR5G MAC UL Physical Channel Schedule Report,"Subscription ID = 1
Misc ID = 0
Major.Minor Version = 2. 11
Log Fields Change BMask = 0x0
Num Records= 1
Records
 
 | | | |Carriers|
 | | | | || || |PUCCH Data | ||
 | | | | || ||PUSCH Data | |Per PUCCH Data |SRS Data ||
 | | | | || | || | || | | | | | | Num |Num |Num | || | | | | | ||  ||  ||Num Num  | | | || |Per SRS Data|PRACH Data|
 | | | | || |Dual |DMRS| | || | |DMRS |Antenna| | |DMRS |BetaCode||CSF |CSF |HARQ| |K | | |DMRS |SRS||Freq|Tx|TPC|TPC||DataRB |DMRS|| |Is|  ||HARQ|Num ||UCI |Num |Spatial |Antenna| |Time | |DFT |DFT|Is  || || |Spatial |Antenna|Spatial |SRS| ||ZC|
 | |System Time|Num|Carrier|| |Pol |Is Second |Start |Num|HARQAdd |RB | |RA|Mapping|TB Size|Config |Switch | |RV |PTRS |Offset||BWP |Rate||P1|P2|ACK |Transform|Prime |ZC |Num|Symbol |Res|CB|Hop |Slot|Accum|Accum||Scrambling|DMRS|DMRS|Start||RNTI|CDM |Scrambling||Num|SecondStart |Num|Starting|| |Second|ACK |SR||P1|UCI P2|Relation|Switch | |OCC|I|OCC |OCC|TPC |TPC ||Second |Resource|Resource| |Config|Num|Starting|Num|Relation|Switch |Relation|TPC|Num|Re|Resource|ZC Root |Preamble|Symbol||PRACH |Cyclic|
 |#|Slot|Numerology|Frame|Carrier|ID |RNTI Type |Phychan Bit Mask |Status|Phychan |Symbol|Symbols|ID|MCS |MCS Table |Pos |Start|Num RBs|Type|Type |(bytes)|Type |Indicator|TX Mode|Index|Assoc|Ind |TX Type |Idx |(Q11) |UCI Request Mask|Bits|Bits|Bits|Precoding|Value |Value|CBs|Bitmask|Ind|Size|Flag|Offset|0|1|TPMI|Selection |Ports[0]|Ports[1]|Hop|MOD_TYPE|Value |Groups|Selection |RBG Bitmap|PUCCH|Phychan |PUCCH Format|UCI Request BMask |symbol|Symbols|RB|Num RB|Freq Hopping Flag|Hop RB|Bits|Bits|Reserved|Bits|Bits|Id|Indicator|M0 |Index|DMRS |Length|Index|Accum 0 |Accum 1 |Num SRS |Phychan|Set Id|Id|Res Config Type|Index |Ports|Symbol|Symbols|Type|Indicator|Info|Accum|Hops |Start |Allocation|Seq |Format|Offset|Numerology|Number|Shift |
 
 |0|18| 30kHz|990|1|0|C_RNTI|PUCCH| 0 || | || | | | | | |  || | | | | | || 1| 0| PUCCH_FORMAT_F0|ACK_NACK_RPT|12|2| 0| 1| HOP_MODE_GROUP| 264| 1| 0| 0| 1| 0| 0|0|0|0|0| 0|0| 255| 0||  || || || || |","60
","  3C 00 83 B8 FB 0A FC 36 C9 97 F2 00 
 ", 0B 00 02 00 00 00 00 00 00 00 00 0000 00 00 01 12 01 DE 03 01 00 00 0000 01 00 00 01 01 41 00 10 2C 00 0001 42 18 00 01 00 00 00 00 00 FF 00 
71,2021 Apr 14,04:46:30.075, 0xB89B  NR5G MAC UCI Information,"Subscription ID = 1
Misc ID = 0
Major.Minor= 2. 2
Log Fields Change BMask= 0x0000
Num Records= 1

| | | |UCI Info |
| | | |Common || ||
| | | || ||  | |Total|HARQ Data | ||
| | | || ||  | |HARQ | |Is |Is||Is |SR Data|CSF Data|
| |System Time|Num||Carrier|Start |Num||Num |Num|Num|ACK|Carrier|HARQ|Bit |Num |CRC|CRC |CRC |PDSCH| |SR |Carrier|Report|
|#|Slot|Numerology|Frame|UCI|Channel |ID |Symbol|Symbols|UCI Request Bitmask |HARQ|SR |CSF|Bits |Id |Id|Offset|Bits|Valid|Late|Status|Valid|SR Id|Request|Id |Id|

|0|18|30 KHZ|990|1|PUCCH_FMT0|0|12|2|ACK_NACK| 1|0|0|1|0| 0| 0| 1|1| 0| 1|1| | | ||","48
","  30 00 9B B8 55 0B FC 36 C9 97 F2 00 
 ", 02 00 02 00 00 00 00 00 00 00 00 0000 00 00 01 12 01 DE 03 01 00 00 0000 96 04 00 01 00 00 00 00 00 A2 80 
72,2021 Apr 14,04:46:30.075, 0xB888  NR5G MAC PDSCH Stats,"Subscription ID = 1
Misc ID = 0
Major.Minor Version = 2. 2
Log Fields Change BMask= 0x0
Num Records= 1
Num Total Slots= 240
Num CA = 1
Cumulative Bitmask = 0x01

| ||Num Slots |Num PDSCH |Num CRC |Num CRC ||ACK As|HARQ|
|#|Carrier ID|Elapsed |Decode|Pass TB |Fail TB |Num ReTx|NACK|Failure |CRC Pass TB Bytes |CRC Fail TB Bytes |TB Bytes|Padding Bytes |ReTx Bytes|BLER|

|0| 0| 240| 3| 3| 0| 0| 0| 0| 159| 0| 159| 0| 0|0.00|","112
","  70 00 88 B8 B1 0B FC 36 C9 97 F2 00 
 ", 02 00 02 00 00 00 00 00 00 00 00 0000 00 00 01 00 0F 00 10 01 00 00 0000 00 00 00 00 00 00 00 F0 00 00 0003 00 00 00 03 00 00 00 00 00 00 0000 00 00 00 00 00 00 00 00 00 00 009F 00 00 00 00 00 00 00 00 00 00 0000 00 00 00 9F 00 00 00 00 00 00 0000 00 00 00 00 00 00 00 00 00 00 0000 00 00 00 
73,2021 Apr 14,04:46:30.075, 0xB881  NR5G MAC UL TB Stats,"Subscription ID = 1
Misc ID = 0
Major.Minor= 2. 1
Log Fields Change BMask= 0x0000
Num Records= 1
TB New Tx Bytes= 0
TB ReTx Bytes= 0
Num MCS= 0
Num PRB= 0
PHR= 0
Total Power= 0
Num New TX TB= 1
Num ReTx TB= 0
Num RI = 0
RI = 0
Num CQI= 0
CQI= 0
Num PHR= 0
TPC Accum= 6
Num ULSCH Sched= 1
Num No ULSCH Sched = 0
Pcmax= 230 dbm10","128
","  80 00 81 B8 03 0C FC 36 C9 97 F2 00 
 ", 01 00 02 00 00 00 00 00 00 00 00 0000 00 00 01 00 00 00 00 00 00 00 0000 00 00 00 00 00 00 00 00 00 00 0000 00 00 00 00 00 00 00 00 00 00 0000 00 00 00 00 00 00 00 00 00 00 0000 00 00 00 00 00 00 00 01 00 00 0000 00 00 00 00 00 00 00 00 00 00 0000 00 00 00 00 00 00 00 00 00 00 00FA FF FF FF 01 00 00 00 00 00 00 00E6 00 00 00 00 00 00 00 
